id,height,weight,position,firstseason,lastseason,games,pts,reb,ast,stl,fga,fgm,fta,ftm
ROBINED01,203,95,F,1999,2003,278,1938,764,252,216,1681,852,306,226
ROBINFL01,185,84,G,1966,1973,494,7147,1294,1516,0,6082,2775,1881,1597
ROBINGL01,201,102,F,1994,2004,688,14232,4187,1879,826,12128,5570,3016,2472
ROBINJA01,198,95,F,1978,1981,22,83,27,13,8,67,31,30,21
ROBINJA02,201,88,F,2000,2000,6,6,11,2,6,22,3,0,0
ROBINJA03,188,82,G,1993,2000,381,2882,660,715,205,2662,1050,574,382
ROBINLA01,190,82,G,1990,2001,89,400,167,82,56,398,153,66,44
ROBINOL01,193,82,G,1982,1982,35,101,17,21,4,97,35,45,30
ROBINRU01,188,88,G,1990,1996,336,2546,606,1179,301,2345,1014,665,406
ROBINTR01,201,102,F,1974,1984,772,11988,7267,1348,533,9971,4816,3556,2355
ROBINWA01,203,98,F,1980,1980,81,643,294,112,46,509,234,240,175
ROBISDA01,208,107,C,1971,1983,508,4426,2620,814,220,3710,1694,1275,1038
ROCHARE01,206,84,C,1947,1956,586,6362,2747,1153,0,6158,2276,2385,1810
ROCHEJO01,190,77,G,1971,1981,162,1358,178,640,114,1084,507,321,263
ROCKEJA01,196,84,C,1947,1947,9,17,0,3,0,22,8,1,1
ROCKGE01,175,70,G,1947,1947,11,10,0,0,0,18,4,4,2
RODGEGU01,183,84,G,1958,1969,892,10415,3791,6917,0,10908,4125,3003,2165
RODMADE01,201,95,F,1986,1999,911,6683,11954,1600,611,5310,2766,1832,1069
ROELO01,201,100,F,1995,1996,66,130,92,21,13,138,46,51,33
ROGERCA01,211,100,F,1994,2001,298,2196,1272,182,128,1658,888,690,388
ROGERJO01,208,102,F,1986,1987,69,251,104,29,13,246,116,28,19
ROGERMA01,185,86,G,1976,1976,26,100,11,10,8,116,43,15,14
ROGERRO01,201,107,F,1993,2004,866,9468,3882,1722,868,7994,3608,2264,1562
ROGERRO02,208,107,F,1996,1999,137,652,483,57,26,596,288,141,75
ROGESAL01,193,88,F,1953,1954,84,631,237,179,0,675,243,203,145
ROHLOKE01,183,88,G,1963,1963,2,0,0,1,0,1,0,0,0
ROLLIKE01,183,76,G,1948,1952,168,817,45,344,0,1056,326,220,165
ROLLIPH01,188,84,G,1958,1960,176,898,395,458,0,910,350,305,198
ROLLITR01,216,107,C,1977,1994,1156,6249,6750,660,512,4963,2592,1522,1065
ROMARLO01,185,79,G,1980,1984,291,1731,385,1022,244,1553,720,363,272
ROOKSSE01,208,113,C,1992,2003,749,4676,2877,631,255,3725,1710,1795,1254
ROSEJA01,203,95,G,1994,2006,923,13220,3186,3527,729,10945,4852,3457,2770
ROSEMA01,201,113,F,1996,2008,813,5003,3371,684,487,4104,1792,1892,1405
ROSENAL01,178,75,G,1946,1946,51,150,0,27,0,287,60,49,30
ROSENDI01,196,93,F,1954,1956,85,575,352,170,0,602,218,198,139
ROSENHA01,193,84,F,1946,1946,60,382,0,36,0,390,119,225,144
ROSENLE01,193,86,F,1957,1958,82,342,145,29,0,410,134,113,74
ROSERO01,196,82,F,1988,1988,2,0,2,0,0,1,0,0,0
ROTHDO01,211,116,F,1989,1989,42,81,120,20,8,86,37,14,7
ROTHEIR01,201,98,C,1946,1948,131,709,0,90,0,898,240,378,229
ROTHSC01,203,96,F,1987,1989,160,751,204,186,87,661,248,318,232
ROTTNMI01,178,82,G,1946,1947,100,540,0,139,0,839,243,113,54
ROUNDDA01,203,93,F,1975,1986,746,11318,7243,1620,664,8852,4289,3702,2733
ROUXGI01,196,88,F,1946,1948,151,617,0,49,0,854,239,272,139
ROWANRO01,196,91,F,1986,1986,7,12,1,1,4,9,4,4,3
ROWECU01,201,102,F,1971,1978,590,6873,4264,932,199,5847,2821,1756,1231
ROWINJI01,203,113,C,1988,1989,23,57,34,5,1,36,15,32,27
ROWLADE01,196,88,F,1985,1985,2,3,1,1,0,3,1,2,1
ROWSOBR01,206,100,F,1987,1989,82,457,273,47,29,347,158,170,139
ROYALDO01,203,95,F,1989,1997,504,3161,1431,500,247,2036,964,1602,1233
ROYERBO01,178,70,G,1949,1949,42,197,0,85,0,231,78,58,41
ROZIECL01,211,111,F,1994,1997,173,827,897,98,78,705,350,270,125
RUCKEGU01,211,118,F,2002,2002,3,0,1,1,0,0,0,0,0
RUDDDE01,188,82,G,1989,1992,239,816,184,519,74,768,317,180,137
RUDDJO01,201,104,F,1978,1978,58,184,167,35,17,133,59,93,66
RUDOMJO01,198,93,F,1962,1964,131,822,412,72,0,787,314,261,194
RUFFIMI01,206,112,F,1999,2008,414,716,1632,250,199,634,258,436,200
RUFFITR01,185,84,G,1994,1995,110,1011,155,317,57,845,347,220,175
RUFFNPA01,208,102,C,1970,1975,52,109,49,9,4,109,48,26,13
RUKLIJO01,206,100,F,1959,1961,114,398,286,48,0,481,176,75,46
RULANJE01,208,109,C,1981,1992,332,5763,3378,1002,249,3734,2105,2159,1550
RULEBO01,206,100,C,1967,1974,403,7007,3333,594,12,6029,2777,2119,1453
RULLOJE01,178,75,G,1946,1949,95,271,0,70,0,370,108,93,55
RUSCOST01,206,109,F,1995,1995,7,8,6,3,0,9,3,5,2
RUSSEBI01,206,98,C,1956,1968,963,14522,21620,4100,0,12930,5687,5614,3148
RUSSEBR01,201,102,F,1993,2005,841,6663,2921,1085,874,5272,2274,1906,1430
RUSSECA01,196,99,F,1966,1977,817,12377,3068,1838,239,11154,5172,2459,2033
RUSSECA02,203,98,F,1974,1984,566,8953,2696,1684,594,7397,3398,2750,2123
RUSSEFR01,190,82,G,1972,1972,23,74,17,15,0,77,29,18,16
RUSSEWA01,196,88,G,1982,1987,155,464,187,350,57,456,179,125,100
SABONAR01,221,127,C,1995,2002,470,5629,3436,964,370,4160,2082,1690,1329
SADOWED01,196,109,C,1946,1949,229,3579,0,416,0,3605,1276,1473,1027
SAILOKE01,178,79,G,1946,1950,276,3480,120,781,0,3813,1255,1362,970
SALLEJO01,211,104,F,1986,1999,748,5228,3356,916,451,3697,1871,2076,1483
SALVAKE01,213,105,C,1996,1997,39,42,45,13,2,46,13,24,16
SAMAKSO01,213,104,C,2000,2002,47,68,76,5,2,72,28,26,12
SambCh01,216,88,C,2007,2008,22,22,31,1,4,36,9,9,4
SAMPSJA01,211,107,F,2002,2006,72,142,242,26,9,108,53,67,36
SAMPSRA01,224,103,C,1983,1991,456,7039,4011,1038,390,6012,2924,1786,1181
SANCHPE01,193,88,G,2000,2002,38,20,21,49,16,33,9,2,2
SANDEFR01,198,91,F,1978,1980,69,352,131,69,37,323,139,90,74
SANDEJE01,203,102,F,1989,1992,55,112,103,25,18,124,49,23,14
SANDEME01,196,95,G,2005,2005,16,41,23,3,5,33,16,10,7
SANDEMI01,198,95,F,1982,1992,648,5162,1927,880,464,4499,2167,1052,809
SANDETH01,198,95,F,1960,1972,916,8766,5798,1026,0,7988,3416,2520,1934
SANTIBO01,196,86,F,1955,1955,4,11,3,1,0,10,5,2,1
SANTIDA01,216,113,C,2000,2004,122,417,260,38,39,326,153,162,111
SAPPLWA01,206,98,F,1984,1984,33,96,75,7,7,87,41,34,14
SASSEJA01,201,102,F,1996,1998,14,30,15,4,5,34,14,2,1
SASSEJE01,198,91,G,2001,2002,82,204,191,67,48,221,67,83,57
SATTEKE01,188,84,G,2001,2002,75,321,95,176,51,382,128,71,53
SAULDWO01,201,100,F,1957,1965,462,4930,3618,498,0,6288,2189,905,552
SAULFR01,188,84,G,1949,1954,384,2152,683,596,0,2170,781,798,590
SAUNDFR01,201,95,F,1974,1977,210,1107,624,224,93,1099,487,195,133
SAVAGDO01,190,93,F,1951,1956,17,54,31,14,0,62,15,35,24
SAVOVPR01,196,102,G,2002,2002,27,83,25,22,14,93,29,29,21
SAWYEAL01,196,88,F,1950,1950,33,217,125,25,0,215,87,54,43
SCALEAL01,193,84,G,2005,2005,1,0,0,0,0,0,0,0,0
SCALEDE01,203,94,F,1980,1983,49,224,140,10,14,235,98,43,27
SCHADBE01,183,84,F,1947,1947,37,56,0,6,0,116,23,13,10
SCHADFR01,185,77,G,1972,1972,9,10,6,10,0,7,2,6,6
SCHAEHE01,183,79,G,1948,1949,123,932,0,388,0,886,336,314,260
SCHAFBO01,190,88,G,1955,1956,65,273,82,68,0,336,100,94,73
SCHARBE01,188,78,F,1946,1948,52,103,0,19,0,166,33,60,37
SCHATMA01,196,91,F,1949,1949,34,115,0,38,0,174,43,50,29
SCHAUFR01,196,93,F,1949,1953,334,4070,1609,961,0,3826,1345,1677,1380
SCHAYDA01,211,107,C,1981,1998,1138,8780,5671,1299,560,6228,2994,3461,2788
SCHAYDO01,201,88,F,1949,1963,996,18438,11256,3072,0,15427,5863,7904,6712
SCHECOS01,183,79,G,1946,1946,54,435,0,109,0,588,162,179,111
SCHEFST01,206,113,F,1990,1996,174,331,180,26,30,217,121,116,88
SCHEFTO01,211,109,C,1984,1984,39,52,76,11,8,51,21,20,10
SCHELDA01,190,93,G,1966,1967,73,208,76,60,0,249,87,60,34
SCHENLU01,216,116,C,2005,2006,31,55,54,8,3,49,23,20,9
SCHERHE01,206,96,C,1950,1951,32,115,76,23,0,149,43,49,29
SCHINDU01,216,118,C,1990,1998,217,587,536,93,30,633,256,116,74
SCHLUDA01,208,102,C,1968,1977,586,3130,3034,920,67,2366,1176,1147,778
SCHNEOT01,193,84,F,1948,1948,43,275,0,64,0,280,93,133,89
SCHNIDI01,196,91,F,1950,1957,364,3028,1372,480,0,2464,928,1418,1172
SCHOERU01,208,95,F,1982,1988,290,1491,735,175,121,1428,621,249,187
SCHOLDA01,203,100,F,1969,1969,1,2,0,0,0,1,1,0,0
SCHOOMI01,201,104,C,1946,1949,103,616,0,96,0,565,193,380,230
SCHREDE01,206,97,F,1985,2000,1136,15761,7022,3833,856,10995,5400,5585,4486
SCHULDI01,188,87,F,1946,1949,205,1141,0,203,0,1507,391,499,359
SCHULHO01,198,91,F,1949,1952,173,913,326,300,0,1076,292,463,329
SCHWEJO01,198,95,G,1984,1986,22,57,22,18,0,75,25,10,7
SCOLAFR01,178,82,G,1946,1954,534,6014,857,1406,0,6651,2132,2139,1750
SCOTTAL01,201,84,F,1977,1984,627,3088,1992,847,404,2436,1171,1012,742
SCOTTBR01,208,113,F,1996,1996,16,19,9,3,1,17,8,6,3
SCOTTBY01,190,88,G,1983,1996,1073,15097,2987,2729,1224,12268,5918,2985,2486
SCOTTCH01,196,79,G,1970,1979,554,9924,2011,2670,608,9153,4065,2323,1792
SCOTTDE01,203,104,F,1990,1999,629,8094,1774,1296,525,7111,2962,1206,956
SCOTTJA01,198,82,F,1996,1996,8,1,6,3,2,8,0,2,1
SCOTTRA01,206,98,F,1961,1971,684,10184,7154,1618,0,9641,3906,3293,2372
SCOTTSH01,208,113,C,1996,2001,105,189,228,20,14,168,78,71,33
SCURRCA01,201,85,F,1985,1987,180,847,524,192,182,666,320,299,199
SEALSBR01,203,95,F,1973,1977,235,2422,1087,293,154,2291,996,637,430
SEALSSH01,196,95,G,1997,1997,4,4,4,0,1,8,1,4,2
SEALYMA01,203,86,G,1992,1999,493,4955,1585,816,518,4375,1865,1319,1067
SEARCED01,198,95,F,1975,1975,4,6,0,1,0,6,2,2,2
SEARSKE01,206,90,F,1955,1963,529,7355,4142,843,0,5420,2465,2937,2425
SEEWA01,190,86,G,1949,1949,61,320,0,143,0,303,113,135,94
SEIKARO01,211,104,C,1988,1998,678,9991,6424,860,453,7540,3647,3961,2691
SELBOGL01,190,89,F,1949,1949,13,42,0,23,0,51,10,29,22
SELLEBR01,213,95,F,1986,1992,398,2509,1064,435,137,2268,1026,569,451
SELLEPH01,193,88,F,1976,1976,44,198,41,25,22,190,73,72,52
SELTZRO01,178,75,G,1949,1949,34,266,0,64,0,309,93,104,80
SELVYFR01,189,82,G,1954,1963,603,6255,2186,1614,0,5807,2266,2379,1723
SEMINJI01,188,86,G,1946,1949,231,1507,0,630,0,1737,535,642,437
SeneMo01,211,104,C,2006,2008,47,103,75,1,4,82,35,56,33
SENESGE01,188,81,G,1946,1953,482,3455,878,1553,0,4087,1279,1277,897
SESAYAN01,203,101,F,2001,2004,127,401,223,62,38,371,161,111,71
SEUNGHA01,224,147,C,2004,2005,46,70,67,3,4,54,28,28,14
SEWELTO01,196,84,G,1984,1984,21,20,4,6,3,36,9,4,2
SEYMOPA01,185,82,G,1947,1959,622,5836,1694,2341,0,5826,2039,2219,1758
SHABANI01,180,82,G,1946,1946,53,242,0,29,0,385,102,53,38
SHACKCH01,208,102,C,1988,1998,303,1625,1448,170,119,1444,698,350,229
SHAEFCA01,190,84,G,1949,1950,53,165,10,46,0,182,65,60,35
SHAFFLE01,201,100,F,1961,1963,196,3291,1240,232,0,3160,1328,818,635
SHAMMGO01,183,77,G,1997,1997,20,61,7,36,7,58,19,30,23
SHANNEA01,180,77,G,1946,1948,134,1156,0,177,0,1318,402,589,352
SHANNHO01,188,79,G,1948,1949,122,1323,0,299,0,1448,514,371,295
SHARECH01,211,107,C,1951,1959,596,4928,4986,809,0,3905,1562,2604,1804
SHARMBI01,185,79,G,1950,1960,711,12665,2779,2101,0,11168,4761,3559,3143
SharpWa01,206,111,F,2008,2008,8,8,3,0,0,11,4,2,0
SHASKJO01,211,107,C,1988,1990,136,517,379,34,29,378,176,252,165
SHAVLRO01,203,91,F,1956,1957,8,10,23,0,0,23,4,5,2
SHAWBR01,198,86,G,1988,2002,943,6547,3183,3918,747,6419,2589,1199,938
SHAWCA01,211,118,C,1998,1998,9,2,3,0,0,8,1,0,0
SHEABO01,188,88,F,1946,1946,43,93,0,6,0,153,37,33,19
SHEFFFR01,188,75,F,1946,1946,22,74,0,4,0,146,29,26,16
SHELTCR01,201,95,F,1980,1981,59,240,141,27,19,225,102,60,36
SHELTLO01,203,109,F,1976,1985,673,8049,4136,1459,739,6950,3416,1646,1214
SHEPPJE01,190,86,G,1998,1998,18,40,22,16,3,39,15,13,8
SHEPPST01,198,98,F,1977,1978,106,367,178,62,22,338,155,90,57
SHEROED01,188,77,G,1982,1982,64,395,149,311,96,421,171,80,52
SHIPPCH01,185,91,G,1949,1949,23,107,0,46,0,137,35,51,37
SHIRLPA01,208,95,F,2002,2004,18,33,19,7,1,38,15,7,3
SHORTGE01,198,91,F,1975,1975,34,84,48,10,8,91,32,32,20
SHORTPU01,201,95,F,1978,1989,842,14607,3625,2123,878,12507,5934,3174,2614
SHOUSDE01,188,91,F,1989,1989,3,0,0,2,1,4,0,0,0
SHRIDDI01,188,86,G,1948,1948,4,1,0,2,0,0,0,3,1
SHUEGE01,188,77,G,1954,1963,699,10068,2855,2608,0,9378,3715,3273,2638
SHUMAJO01,206,107,F,1975,1980,318,3920,2388,574,323,2698,1393,1576,1134
SIBERSA01,201,98,F,1972,1972,5,12,4,0,0,13,4,5,4
SIBLEMA01,188,79,G,1973,1973,28,46,25,13,4,56,20,7,6
SICHTJE01,185,76,G,1980,1989,598,4141,817,1962,439,3531,1789,601,515
SIEGFLA01,190,86,G,1963,1971,550,5960,1567,1950,0,5248,2149,1945,1662
SIEWERA01,216,104,C,1946,1946,21,20,0,4,0,44,6,15,8
SIKMAJA01,211,104,C,1977,1990,1107,17287,10816,3488,1162,13792,6396,5053,4292
SILASJA01,185,82,G,1972,1981,357,5060,745,1215,252,3730,1810,1690,1440
SILASPA01,201,100,F,1964,1979,1254,11782,12357,2572,358,9949,4293,4748,3196
SILLIMI01,198,102,F,1970,1970,36,91,62,23,0,79,36,39,19
SIMIEWA01,206,116,F,2005,2006,51,169,99,11,15,143,67,41,35
SimmoCe01,206,107,C,2006,2008,74,159,139,14,10,170,69,55,21
SIMMOCO01,203,101,C,1946,1955,598,5859,2294,940,0,6211,2180,2211,1499
SIMMOJO01,185,83,G,1946,1946,60,318,0,29,0,429,120,127,78
SIMMOLI01,201,95,F,1990,1996,454,5833,2833,1498,514,5179,2242,1694,1306
SIMONMI01,190,92,G,1998,1998,5,2,2,0,1,5,1,0,0
SIMPKDI01,206,112,F,1994,2001,327,1388,1187,305,91,1124,495,641,396
SIMPSRA01,196,91,G,1970,1979,218,1832,445,479,189,1890,764,420,304
SIMSAL01,193,107,G,1998,1998,4,11,4,5,2,10,4,5,2
SIMSBO01,196,100,F,1961,1967,65,509,183,154,0,491,193,216,123
SimsCo01,208,111,C,2007,2008,5,6,6,1,0,7,3,0,0
SIMSDO01,201,88,F,1968,1968,4,4,4,0,0,5,2,0,0
SIMSSC01,185,77,G,1977,1977,12,30,13,20,3,26,10,15,10
SINGLMC01,196,79,F,1986,1986,2,4,0,1,0,3,2,0,0
SinglSe01,183,84,G,2008,2008,37,90,35,29,11,85,31,21,18
SINICZE01,178,75,G,1951,1953,12,13,2,3,0,20,5,8,3
SITTOCH01,203,95,F,1984,1984,43,91,60,26,7,94,39,25,13
SKILESC01,185,82,G,1986,1995,600,6652,1526,3881,500,5259,2290,1741,1548
SKINNAL01,190,86,G,1974,1979,203,1884,673,526,208,1591,696,609,492
SKINNTA01,196,88,F,1974,1975,145,660,608,152,99,632,274,177,112
SKOOGWH01,180,82,G,1951,1956,341,2800,1133,903,0,3000,1164,591,472
SLADEJE01,198,100,F,1962,1962,3,4,7,0,0,5,2,1,0
SLATERE01,201,98,F,1994,2002,259,1450,768,145,91,1037,502,709,446
SLAUGJI01,211,95,C,1951,1951,28,147,148,25,0,165,53,68,41
SLAUGJO01,196,93,G,1982,1982,63,225,68,52,36,238,89,59,38
SLAYTA01,206,98,G,2002,2004,66,173,70,31,26,202,73,26,14
SLOANJE01,196,88,G,1965,1975,755,10571,5615,1925,381,9646,4116,3239,2339
SlokaUr01,208,108,F,2006,2006,20,38,14,1,1,26,14,13,9
SLUBYTO01,193,91,G,1984,1984,31,73,12,16,3,58,30,21,13
SMARTKE01,185,79,G,1988,1988,2,2,1,2,0,2,0,2,2
SMAWLBE01,185,88,G,1946,1951,261,3316,196,595,0,3544,1229,1076,858
SMILEJA01,190,86,G,1948,1949,118,726,0,299,0,935,239,365,248
SMITHAD01,185,82,G,1961,1971,719,8482,1580,1697,0,7194,3087,2762,2308
SMITHBI01,196,88,F,1969,1979,865,10882,3630,1734,431,10642,4776,1637,1307
SMITHBI02,213,100,C,1971,1972,30,205,143,20,0,188,81,72,43
SMITHBI03,196,86,F,1961,1961,9,23,16,7,0,33,8,8,7
SMITHBO01,193,86,G,1959,1961,13,37,33,14,0,55,13,16,11
SMITHCH01,208,104,F,1988,2005,586,8187,3262,807,467,6372,3023,2726,2108
SMITHCH02,185,73,F,1989,1995,73,186,76,115,37,150,65,83,56
SMITHCH05,190,86,G,1992,1994,224,1140,291,627,118,976,425,324,231
SMITHCL01,198,95,F,1986,1990,46,134,60,49,14,121,52,42,30
SMITHDE01,198,93,G,1982,1990,408,5232,1300,866,265,4074,2031,1495,1125
SMITHDE02,190,82,F,1946,1946,48,73,0,6,0,119,32,21,9
SMITHDO01,206,107,C,1968,1977,505,4557,4065,601,131,4138,1769,1400,1019
SMITHDO02,183,73,G,1974,1974,54,283,30,47,20,321,131,21,21
SMITHDO03,188,86,F,1948,1948,8,6,0,2,0,13,2,3,2
SMITHDO04,208,100,F,1991,1995,296,2356,1234,400,224,2399,1020,405,313
SMITHDO05,201,104,F,2004,2005,61,165,66,48,31,140,59,60,39
SMITHED01,198,82,F,1953,1953,11,28,26,9,0,45,11,10,6
SMITHEL01,213,113,C,1971,1978,562,7541,5962,808,325,6578,3169,2079,1203
SMITHGA01,206,107,C,1970,1972,63,168,132,17,0,182,70,87,28
SMITHGR01,196,88,F,1968,1975,524,4097,3249,969,63,3607,1737,965,623
SMITHJA01,211,109,C,2000,2004,108,329,175,66,37,303,125,113,78
SMITHJI01,206,102,F,1981,1982,76,219,187,46,22,173,89,89,41
SMITHKE01,190,77,G,1987,1996,737,9395,1454,4073,759,7351,3526,2026,1679
SMITHKE02,190,82,G,1986,1986,42,138,32,43,25,150,57,28,21
SMITHLA01,203,98,F,1980,1992,883,5904,8125,941,699,4743,2519,1630,866
SMITHLA02,190,91,F,1991,1993,183,1218,271,394,142,1122,485,267,217
SMITHLE01,208,107,C,2001,2003,15,33,33,3,5,28,11,17,11
SMITHMI01,203,104,F,1994,2000,449,2527,3193,661,361,1767,950,1183,626
SMITHMI02,208,102,G,1989,1994,141,698,212,142,21,620,294,121,101
SMITHMI03,203,88,F,2000,2000,17,51,22,10,5,59,19,16,10
SMITHOT01,196,95,F,1986,1991,375,3951,1416,690,377,3384,1540,1082,824
SMITHPH01,193,84,G,1974,1982,659,9924,1978,2561,734,8418,4007,2428,1891
SMITHRA01,190,82,G,1971,1982,976,16262,3597,4487,1403,14218,6676,3705,2893
SMITHRE01,208,109,F,1992,1993,66,99,120,5,16,99,39,52,21
SMITHRO01,180,75,G,1977,1984,229,1135,288,401,119,958,417,332,291
SMITHSA02,201,104,G,1978,1979,46,315,63,58,33,277,116,87,75
SMITHST01,201,91,G,1991,2004,942,13430,3060,2922,725,10485,4609,3625,3064
SMITHST02,188,94,G,1996,1996,8,14,10,4,1,18,6,1,1
SmithSt03,206,102,F,2006,2006,8,5,6,0,1,8,2,2,1
SMITHTH01,203,102,F,2003,2004,53,149,157,35,11,179,60,24,20
SMITHTO01,190,84,G,1990,2000,457,2504,735,881,319,2362,1017,507,350
SMITHTO02,185,75,G,1951,1951,1,4,0,2,0,6,0,6,4
SMITHWI01,188,77,G,1976,1979,78,357,134,277,85,360,144,69,52
SMITSRI01,224,113,C,1988,1999,867,12871,5277,1215,372,10461,5301,2932,2266
SMREKMI01,213,113,C,1985,1991,194,554,422,49,37,489,211,214,132
SMYTHJO01,190,98,F,1953,1953,40,131,98,49,0,138,48,65,35
SNOWER01,190,86,G,1995,2007,846,5791,2141,4245,975,5054,2144,1897,1448
SNYDEDI01,196,94,G,1966,1978,964,11755,2732,2767,300,10019,4890,2398,1975
SNYDEKI01,198,102,G,2004,2007,211,1333,492,241,86,1116,489,376,263
SOBEKGE01,183,82,G,1949,1949,60,346,0,95,0,251,95,205,156
SOBERRI01,190,90,G,1975,1985,821,10902,2132,3525,1085,9262,4250,2695,2272
SOBIERO01,190,84,G,1956,1959,192,1619,791,353,0,1489,564,608,491
SOJOUMI01,206,102,C,1974,1976,191,1658,1237,172,88,1502,721,322,216
SOLOMWI01,185,84,G,2001,2008,115,584,132,225,62,576,218,107,74
SOMERWI01,173,77,G,1965,1968,8,45,15,9,0,43,18,11,9
SORENDA01,203,102,F,1970,1972,213,1734,997,280,0,1562,690,455,354
SOVRAGI01,188,79,F,1946,1946,6,11,0,1,0,15,5,2,1
SOWPA01,208,113,F,2004,2006,76,219,214,12,34,190,79,90,61
SPANAJI01,196,86,G,1979,1983,259,2505,652,572,248,1796,844,941,805
SpanoVa01,193,88,G,2006,2006,31,85,22,28,7,72,23,42,34
SPARRGU01,198,99,F,1957,1959,150,1167,728,142,0,1289,461,403,245
SPARRRO01,188,79,G,1980,1991,836,7557,1755,4192,828,7008,3264,1164,928
SPEAROD01,194,93,F,1948,1956,479,4161,1409,917,0,4066,1488,1554,1185
SPECTAR01,193,91,F,1946,1949,169,852,0,143,0,1149,322,362,208
SPENCAN01,198,95,F,1992,1993,48,346,154,46,36,281,125,131,96
SPENCEL01,213,122,C,1992,1996,157,923,555,109,53,754,389,250,145
SPENCFE01,213,120,C,1990,2001,640,3354,3436,213,248,2466,1194,1469,966
SPICELO01,188,88,F,1946,1946,4,1,0,0,0,7,0,2,1
SPITZCR01,213,102,C,1967,1967,10,18,24,0,0,21,8,3,2
SPOELAR01,206,100,C,1954,1957,278,2012,1273,266,0,1953,763,701,486
SPREWLA01,196,86,G,1992,2004,913,16712,3724,3664,1294,14294,6076,4298,3456
SPRIGLA01,201,104,F,1981,1985,169,873,384,218,80,659,341,254,191
SPRINJI01,206,107,C,1948,1948,2,1,0,0,0,0,0,1,1
SPRUIJI01,188,102,F,1948,1948,1,2,0,0,0,3,1,0,0
STACKRY01,211,98,F,1998,1999,43,99,79,10,6,88,31,47,37
STACOKE01,190,84,G,1974,1981,347,1781,511,524,111,1844,769,315,242
STALLDA01,201,91,F,1965,1974,522,4860,2453,872,31,4296,1883,1495,1094
STALLIS01,196,86,F,1972,1976,313,2403,861,213,129,2466,1021,526,361
STANCED01,185,84,F,1949,1950,74,578,34,73,0,504,170,313,238
STANSTE01,196,77,G,1984,1986,192,1200,277,390,119,1055,468,308,240
STARKJO01,190,82,G,1988,2001,866,10829,2128,3085,951,9589,3953,2211,1701
STARRKE01,198,86,G,1976,1976,17,14,10,6,1,24,6,2,2
STAVELA01,201,93,F,1958,1963,265,1237,1019,251,0,1019,474,368,289
STEELLA01,196,82,G,1971,1979,610,5009,1781,1719,846,4180,2020,1218,969
STEIGMA01,201,102,F,1996,1996,2,3,3,2,1,4,1,2,1
STEPAVL01,213,107,C,1998,2003,270,1118,1180,94,110,1071,455,384,206
STEPHEV01,188,79,G,1988,1990,38,71,23,39,9,75,25,24,19
STEPHJA01,190,84,G,1955,1955,72,743,377,207,0,643,248,357,247
STEPHJO01,201,95,F,1996,1999,22,71,45,12,12,84,30,10,7
STEPPBR01,196,88,G,1982,1988,238,1297,345,280,105,945,443,490,402
STEVEBA01,196,88,G,1992,1992,2,2,2,0,0,2,1,0,0
STEVEWA01,190,84,F,1959,1959,8,13,16,4,0,19,3,10,7
STEWAKE01,203,108,F,1997,1997,15,40,31,2,5,26,12,25,16
STEWALA01,203,100,F,1991,1996,270,2005,1077,338,147,1503,765,619,466
STEWAMI01,208,104,C,1997,2004,286,623,907,88,56,556,246,251,131
STEWANO01,196,93,F,1956,1956,5,10,5,2,0,15,4,6,2
STIPAST01,211,111,C,1983,1987,403,5323,3131,938,415,4160,2015,1611,1283
STITHBR01,196,94,G,1992,2001,586,5946,1983,1178,594,4767,2021,1900,1598
STITHSA01,188,84,G,1961,1961,32,141,51,60,0,162,59,38,23
STITHTO01,196,95,F,1962,1962,25,77,39,18,0,110,37,10,3
STIVRAL01,203,100,F,1985,1992,22,44,22,4,2,43,20,8,4
STOCKJO01,185,77,G,1984,2002,1504,19711,4050,15806,3265,13658,7039,5796,4788
STOJAPR01,206,100,F,1998,2008,709,12583,3480,1287,686,9804,4447,2368,2118
STOKEED01,213,120,C,1997,1997,4,3,4,1,1,3,1,2,1
STOKEGR01,208,100,F,1985,1989,42,130,62,17,14,128,57,23,16
STOKEMA01,201,105,F,1955,1957,202,3315,3492,1062,0,3567,1251,1165,813
STOLKAR01,185,82,G,1946,1946,23,102,0,38,0,164,36,44,30
STOREAW01,198,90,G,2004,2007,60,143,81,21,10,140,58,45,23
STOUDDA01,178,78,G,1995,2007,878,11763,3039,5371,954,10662,4329,2244,1869
STOUDSA01,185,81,G,2005,2007,157,1260,214,164,55,1097,446,228,201
STOVAPA01,193,98,F,1972,1973,25,76,61,13,0,76,26,38,24
StrawDJ01,196,93,G,2007,2007,33,73,28,30,12,92,29,19,9
STRAWJO01,208,107,C,1965,1967,231,1977,2296,245,0,1729,737,733,503
STRICBI01,204,95,F,1970,1970,1,4,0,0,0,3,2,0,0
STRICER01,190,95,G,1996,2004,501,3780,1318,1203,422,3400,1333,860,710
STRICMA01,206,95,F,1994,2002,281,1281,770,102,79,1105,539,301,201
STRICRO01,190,79,G,1988,2004,1094,14463,4084,7987,1616,11928,5418,4759,3432
STRICRO02,196,91,F,1963,1963,1,2,0,0,0,3,1,0,0
STROEJO01,208,118,F,1987,1988,46,82,85,23,3,84,31,30,20
STRONDE01,203,100,F,1991,2000,456,3090,2213,291,203,2484,1068,1199,943
STROTLA01,193,86,G,1991,1992,13,60,15,14,9,73,24,14,10
STROUJO01,201,98,F,1980,1980,9,25,13,9,1,34,11,4,3
STUMPGE01,188,84,F,1947,1949,148,783,0,118,0,1040,315,221,153
